R_fighter,B_fighter,R_KD,B_KD,R_SIG_STR_pct,B_SIG_STR_pct,R_TD_pct,B_TD_pct,R_SUB_ATT,B_SUB_ATT,R_PASS,B_PASS,R_REV,B_REV,win_by,last_round,last_round_time,Format,Referee,date,location,Fight_type,Winner,R_SIG_STR._att,R_SIG_STR._landed,B_SIG_STR._att,B_SIG_STR._landed,R_TOTAL_STR._att,R_TOTAL_STR._landed,B_TOTAL_STR._att,B_TOTAL_STR._landed,R_TD_att,R_TD_landed,B_TD_att,B_TD_landed,R_HEAD_att,R_HEAD_landed,B_HEAD_att,B_HEAD_landed,R_BODY_att,R_BODY_landed,B_BODY_att,B_BODY_landed,R_LEG_att,R_LEG_landed,B_LEG_att,B_LEG_landed,R_DISTANCE_att,R_DISTANCE_landed,B_DISTANCE_att,B_DISTANCE_landed,R_CLINCH_att,R_CLINCH_landed,B_CLINCH_att,B_CLINCH_landed,R_GROUND_att,R_GROUND_landed,B_GROUND_att,B_GROUND_landed,weight_class,no_of_rounds,R_Height,R_Weight,R_Reach,R_Stance,R_DOB,B_height,B_Weight,B_Reach,B_Stance,B_DOB
Mike Wilkinson,Makwan Amirkhani,0,0,0.56,0.64,0.0,0.57,2,0,2,10,1,3,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Grant Waterman,"February 27, 2016","London, England, United Kingdom",Featherweight Bout,Blue,23,13,50,32,94,70,77,54,0,0,7,4,23,13,49,32,0,0,1,0,0,0,0,0,6,1,8,5,1,1,0,0,16,11,42,27,Featherweight,3,170.18,145.0,172.72,,"Sep 15, 1987",177.8,145.0,182.88,Southpaw,"Nov 08, 1988"
Davey Grant,Marlon Vera,0,0,0.66,0.34,0.2,0.16,0,0,2,1,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),,"February 27, 2016","London, England, United Kingdom",Bantamweight Bout,Red,109,72,66,23,154,112,72,28,5,1,6,1,76,46,46,9,18,14,19,13,15,12,1,1,58,33,48,13,22,16,8,6,29,23,10,4,Bantamweight,3,172.72,135.0,175.26,,"Dec 18, 1985",172.72,135.0,177.8,Switch,"Dec 02, 1992"
Scott Askham,Chris Dempsey,1,0,0.77,0.6,0.5,0.25,0,0,1,1,1,0,KO/TKO,1,4:45,3 Rnd (5-5-5),Leon Roberts,"February 27, 2016","London, England, United Kingdom",Middleweight Bout,Red,9,7,10,6,15,13,24,20,2,1,4,1,6,6,5,2,3,1,3,2,0,0,2,2,4,3,0,0,2,1,9,5,3,3,1,1,Middleweight,3,190.5,185.0,190.5,Southpaw,"May 20, 1988",177.8,185.0,182.88,Orthodox,"Sep 08, 1987"
Arnold Allen,Yaotzin Meza,1,0,0.3,0.4,1.0,0.0,0,0,1,0,0,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Grant Waterman,"February 27, 2016","London, England, United Kingdom",Featherweight Bout,Red,101,31,61,25,113,40,93,51,4,4,8,0,85,20,43,10,8,5,8,6,8,6,10,9,81,16,56,21,9,6,5,4,11,9,0,0,Featherweight,3,172.72,145.0,177.8,Southpaw,"Jan 22, 1994",175.26,145.0,187.96,Orthodox,"Feb 04, 1981"
Bradley Scott,Krzysztof Jotko,0,0,0.41,0.34,0.0,0.5,0,0,0,1,0,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,"February 27, 2016","London, England, United Kingdom",Middleweight Bout,Blue,109,45,170,59,116,52,184,72,1,0,4,2,81,30,137,33,20,7,14,7,8,8,19,19,109,45,150,42,0,0,13,12,0,0,7,5,Middleweight,3,185.42,170.0,193.04,,"Jun 24, 1989",185.42,185.0,195.58,Southpaw,"Aug 19, 1989"
Norman Parke,Rustam Khabilov,0,0,0.23,0.38,0.33,0.66,0,0,1,3,0,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),,"February 27, 2016","London, England, United Kingdom",Lightweight Bout,Blue,72,17,85,33,72,17,114,61,3,1,9,6,53,6,79,30,8,4,3,2,11,7,3,1,68,15,62,15,1,0,2,2,3,2,21,16,Lightweight,3,180.34,155.0,177.8,,"Dec 22, 1986",172.72,155.0,185.42000000000002,Orthodox,"Nov 04, 1986"
Daniel Omielanczuk,Jarjis Danho,0,0,0.57,0.43,0.0,0.0,0,0,0,0,0,0,Decision - Majority,3,1:31,3 Rnd (5-5-5),Leon Roberts,"February 27, 2016","London, England, United Kingdom",Heavyweight Bout,Red,135,77,88,38,149,90,108,55,2,0,0,0,79,30,71,25,31,23,13,11,25,24,4,2,100,51,58,19,30,23,30,19,5,3,0,0,Heavyweight,3,182.88,247.0,187.96,Southpaw,"Aug 31, 1982",190.5,265.0,187.96,Orthodox,"Oct 15, 1983"
Teemu Packalen,Thibault Gouti,1,0,0.54,0.0,0.0,0.0,1,0,1,0,0,0,Submission,1,0:24,3 Rnd (5-5-5),Grant Waterman,"February 27, 2016","London, England, United Kingdom",Lightweight Bout,Red,11,6,1,0,11,6,1,0,0,0,0,0,11,6,1,0,0,0,0,0,0,0,0,0,5,2,1,0,0,0,0,0,6,4,0,0,Lightweight,3,185.42,155.0,182.88,Orthodox,"May 22, 1987",177.8,155.0,182.88,Orthodox,"Feb 27, 1987"
David Teymur,Martin Svensson,1,0,0.61,0.38,1.0,0.0,0,0,0,0,0,0,KO/TKO,2,1:26,3 Rnd (5-5-5),Neil Hall,"February 27, 2016","London, England, United Kingdom",Lightweight Bout,Red,62,38,34,13,65,41,38,17,1,1,4,0,34,15,22,3,5,3,7,5,23,20,5,5,57,34,32,12,0,0,1,0,5,4,1,1,Lightweight,3,175.26,155.0,185.42000000000002,Southpaw,"May 01, 1989",185.42,155.0,182.88,,"Apr 25, 1985"
Donald Cerrone,Alex Oliveira,0,0,0.66,0.58,0.5,0.0,1,0,2,0,0,0,Submission,1,2:33,5 Rnd (5-5-5-5-5),Mario Yamasaki,"February 21, 2016","Pittsburgh, Pennsylvania, USA",Welterweight Bout,Red,6,4,24,14,10,7,27,17,2,1,0,0,1,0,13,4,4,3,7,6,1,1,4,4,2,1,9,3,4,3,15,11,0,0,0,0,Welterweight,5,185.42,155.0,185.42000000000002,Orthodox,"Mar 29, 1983",180.34,170.0,193.04,Orthodox,"Feb 21, 1988"
Derek Brunson,Roan Carneiro,0,0,0.45,0.0,0.0,0.0,0,0,0,0,0,0,KO/TKO,1,2:38,3 Rnd (5-5-5),Keith Peterson,"February 21, 2016","Pittsburgh, Pennsylvania, USA",Middleweight Bout,Red,51,23,13,0,57,27,13,0,0,0,1,0,50,22,13,0,0,0,0,0,1,1,0,0,9,2,12,0,0,0,1,0,42,21,0,0,Middleweight,3,185.42,185.0,195.58,Southpaw,"Jan 04, 1984",180.34,170.0,187.96,Orthodox,"Jun 02, 1978"
Cody Garbrandt,Augusto Mendes,1,0,0.26,0.28,0.0,0.0,0,0,0,0,0,0,KO/TKO,1,4:18,3 Rnd (5-5-5),Mario Yamasaki,"February 21, 2016","Pittsburgh, Pennsylvania, USA",Catch Weight Bout,Red,41,11,38,11,41,11,38,11,0,0,0,0,37,8,26,5,2,1,1,0,2,2,11,6,39,10,36,10,0,0,1,1,2,1,1,0,Catch Weight,3,172.72,135.0,165.1,Orthodox,"Jul 07, 1991",167.64000000000001,135.0,165.1,Orthodox,"Mar 03, 1983"
Dennis Bermudez,Tatsuya Kawajiri,0,0,0.76,0.46,0.8,0.14,1,0,2,1,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,"February 21, 2016","Pittsburgh, Pennsylvania, USA",Featherweight Bout,Red,80,61,26,12,142,120,41,27,5,4,7,1,68,51,18,7,7,5,5,3,5,5,3,2,27,11,23,9,9,7,1,1,44,43,2,2,Featherweight,3,167.64000000000001,155.0,167.64000000000001,Orthodox,"Dec 13, 1986",170.18,145.0,175.26,Orthodox,"May 08, 1978"
Chris Camozzi,Joe Riggs,1,0,0.84,0.0,0.0,0.0,0,0,0,0,0,0,KO/TKO,1,0:26,3 Rnd (5-5-5),Mario Yamasaki,"February 21, 2016","Pittsburgh, Pennsylvania, USA",Middleweight Bout,Red,13,11,0,0,13,11,0,0,0,0,0,0,10,8,0,0,0,0,0,0,3,3,0,0,4,4,0,0,9,7,0,0,0,0,0,0,Middleweight,3,187.96,185.0,193.04,Orthodox,"Nov 20, 1986",182.88,185.0,177.8,Southpaw,"Sep 23, 1982"
James Krause,Shane Campbell,0,0,0.42,0.63,0.14,0.66,2,0,3,2,0,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,"February 21, 2016","Pittsburgh, Pennsylvania, USA",Lightweight Bout,Red,111,47,129,82,124,55,156,106,14,2,3,2,96,35,71,33,12,9,33,27,3,3,25,22,107,44,104,62,4,3,9,7,0,0,16,13,Lightweight,3,187.96,170.0,185.42000000000002,Orthodox,"Jun 04, 1986",182.88,155.0,180.34,Orthodox,"Jan 21, 1987"
Alex Garcia,Sean Strickland,0,1,0.34,0.48,0.42,0.5,0,0,0,2,0,0,KO/TKO,3,4:25,3 Rnd (5-5-5),Bill Bookwalter,"February 21, 2016","Pittsburgh, Pennsylvania, USA",Welterweight Bout,Blue,67,23,173,84,94,41,206,113,7,3,2,1,61,20,154,67,5,3,5,4,1,0,14,13,50,13,143,63,2,2,8,7,15,8,22,14,Welterweight,3,175.26,170.0,182.88,Orthodox,"Jul 14, 1987",185.42,170.0,193.04,Orthodox,"Feb 27, 1991"
Daniel Sarafian,Oluwale Bamgbose,0,1,0.0,0.4,0.0,0.0,0,0,0,0,0,0,KO/TKO,1,1:00,3 Rnd (5-5-5),James Chappell,"February 21, 2016","Pittsburgh, Pennsylvania, USA",Middleweight Bout,Blue,0,0,20,8,0,0,20,8,0,0,0,0,0,0,15,6,0,0,1,0,0,0,4,2,0,0,13,3,0,0,0,0,0,0,7,5,Middleweight,3,175.26,185.0,185.42000000000002,Orthodox,"Aug 21, 1982",180.34,185.0,198.12,Switch,"Aug 04, 1987"
Anthony Smith,Leonardo Augusto Leleco,0,0,0.56,0.59,0.4,0.0,0,0,2,2,0,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chip Snider,"February 21, 2016","Pittsburgh, Pennsylvania, USA",Middleweight Bout,Red,101,57,108,64,111,66,169,121,5,2,0,0,78,40,84,46,18,13,19,13,5,4,5,5,79,40,72,35,13,9,17,10,9,8,19,19,Middleweight,3,193.04,205.0,193.04,Orthodox,"Jul 26, 1988",182.88,185.0,185.42000000000002,Orthodox,"Apr 15, 1982"
Jonavin Webb,Nathan Coy,0,0,0.27,0.33,0.37,0.6,0,0,0,8,0,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,"February 21, 2016","Pittsburgh, Pennsylvania, USA",Welterweight Bout,Blue,77,21,112,37,93,36,152,71,8,3,5,3,65,13,93,23,12,8,17,12,0,0,2,2,61,13,80,11,10,6,12,8,6,2,20,18,Welterweight,3,177.8,170.0,180.34,Orthodox,"Apr 28, 1989",177.8,170.0,175.26,Southpaw,"Jul 24, 1978"
Marion Reneau,Ashlee Evans-Smith,0,0,0.37,0.25,1.0,0.5,1,0,0,0,0,0,Decision - Split,3,5:00,3 Rnd (5-5-5),James Chappell,"February 21, 2016","Pittsburgh, Pennsylvania, USA",Women's Bantamweight Bout,Blue,140,53,213,55,142,55,216,57,1,1,2,1,106,24,167,25,14,12,40,25,20,17,6,5,117,44,194,44,20,9,13,9,3,0,6,2,Women's Bantamweight,3,167.64000000000001,135.0,172.72,Orthodox,"Jun 20, 1977",172.72,125.0,170.18,Orthodox,"Jul 09, 1987"
Lauren Murphy,Kelly Faszholz,0,0,0.55,0.52,0.33,0.0,0,0,2,0,0,0,KO/TKO,3,4:55,3 Rnd (5-5-5),Bill Bookwalter,"February 21, 2016","Pittsburgh, Pennsylvania, USA",Women's Bantamweight Bout,Red,171,95,145,76,272,188,167,96,3,1,2,0,141,67,111,50,18,16,28,21,12,12,6,5,112,47,130,67,16,12,15,9,43,36,0,0,Women's Bantamweight,3,170.18,125.0,170.18,Orthodox,"Jul 27, 1983",172.72,135.0,170.18,Orthodox,"Apr 09, 1985"
Anthony Hamilton,Shamil Abdurakhimov,0,0,0.51,0.59,0.0,0.0,0,0,0,0,0,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chip Snider,"February 21, 2016","Pittsburgh, Pennsylvania, USA",Heavyweight Bout,Blue,77,40,104,62,86,48,132,89,4,0,2,0,52,19,84,49,19,16,9,6,6,5,11,7,38,16,61,29,39,24,41,31,0,0,2,2,Heavyweight,3,195.57999999999998,260.0,193.04,Orthodox,"Apr 14, 1980",190.5,235.0,193.04,Orthodox,"Sep 02, 1981"
Johny Hendricks,Stephen Thompson,0,1,0.43,0.52,0.0,0.0,0,0,0,0,0,0,KO/TKO,1,3:31,5 Rnd (5-5-5-5-5),John McCarthy,"February 06, 2016","Las Vegas, Nevada, USA",Welterweight Bout,Blue,16,7,46,24,22,11,47,25,2,0,0,0,11,3,38,17,1,0,7,6,4,4,1,1,13,4,40,19,3,3,4,3,0,0,2,2,Welterweight,5,175.26,185.0,175.26,Southpaw,"Sep 12, 1983",182.88,170.0,190.5,Orthodox,"Feb 11, 1983"
Roy Nelson,Jared Rosholt,0,0,0.34,0.3,0.0,0.0,0,0,0,0,0,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,"February 06, 2016","Las Vegas, Nevada, USA",Heavyweight Bout,Red,121,42,120,36,121,42,120,36,1,0,2,0,114,36,106,26,3,2,7,5,4,4,7,5,120,42,115,34,1,0,5,2,0,0,0,0,Heavyweight,3,182.88,263.0,182.88,Orthodox,"Jun 20, 1976",187.96,265.0,190.5,Orthodox,"Aug 04, 1986"
Ovince Saint Preux,Rafael Feijao,0,0,0.5,0.45,0.5,0.0,0,0,1,0,0,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Yves Lavigne,"February 06, 2016","Las Vegas, Nevada, USA",Light Heavyweight Bout,Red,102,51,22,10,165,106,41,29,2,1,1,0,86,43,16,7,14,6,0,0,2,2,6,3,53,18,17,8,8,5,3,0,41,28,2,2,Light Heavyweight,3,190.5,205.0,203.2,Southpaw,"Apr 08, 1983",185.42,205.0,185.42000000000002,Orthodox,"Apr 14, 1980"
Joseph Benavidez,Zach Makovsky,0,0,0.33,0.41,0.0,0.21,0,0,0,2,0,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John McCarthy,"February 06, 2016","Las Vegas, Nevada, USA",Flyweight Bout,Red,197,66,96,40,214,82,99,43,0,0,19,4,165,45,79,24,30,19,5,4,2,2,12,12,167,46,86,33,29,19,10,7,1,1,0,0,Flyweight,3,162.56,125.0,165.1,Southpaw,"Jul 31, 1984",162.56,125.0,162.56,Southpaw,"Apr 19, 1983"
Misha Cirkunov,Alex Nicholson,0,0,0.5,0.31,0.5,0.0,1,0,5,0,0,0,Submission,2,1:28,3 Rnd (5-5-5),Herb Dean,"February 06, 2016","Las Vegas, Nevada, USA",Light Heavyweight Bout,Red,63,32,51,16,109,66,51,16,6,3,0,0,48,23,40,10,11,6,4,1,4,3,7,5,40,18,46,15,21,12,5,1,2,2,0,0,Light Heavyweight,3,190.5,205.0,195.58,Orthodox,"Feb 27, 1987",193.04,185.0,205.74,Orthodox,"May 02, 1990"
Mike Pyle,Sean Spencer,0,1,0.42,0.24,0.25,0.0,0,0,0,0,1,0,KO/TKO,3,4:25,3 Rnd (5-5-5),Yves Lavigne,"February 06, 2016","Las Vegas, Nevada, USA",Welterweight Bout,Red,177,75,208,50,181,79,213,54,4,1,0,0,154,57,191,40,9,5,14,9,14,13,3,1,153,57,205,48,22,16,1,1,2,2,2,1,Welterweight,3,182.88,170.0,187.96,Orthodox,"Sep 18, 1975",177.8,170.0,190.5,,"Jun 25, 1987"
Joshua Burkman,KJ Noons,0,0,0.52,0.52,0.3,0.0,0,0,1,0,0,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John McCarthy,"February 06, 2016","Las Vegas, Nevada, USA",Lightweight Bout,Red,108,57,63,33,114,62,76,45,10,3,0,0,59,16,50,26,13,11,13,7,36,30,0,0,99,51,48,20,4,3,15,13,5,3,0,0,Lightweight,3,177.8,170.0,182.88,Orthodox,"Apr 10, 1980",177.8,155.0,182.88,Orthodox,"Dec 07, 1982"
Derrick Lewis,Damian Grabowski,0,0,0.46,0.33,1.0,0.0,0,0,3,0,0,0,KO/TKO,1,2:17,3 Rnd (5-5-5),Mark Smith,"February 06, 2016","Las Vegas, Nevada, USA",Heavyweight Bout,Red,30,14,3,1,33,15,3,1,1,1,1,0,29,13,2,1,1,1,0,0,0,0,1,0,4,1,1,0,0,0,0,0,26,13,2,1,Heavyweight,3,190.5,260.0,200.66,Orthodox,"Feb 07, 1985",185.42,241.0,190.5,Orthodox,"May 12, 1980"
Ray Borg,Justin Scoggins,0,0,0.45,0.47,0.12,0.66,0,0,0,6,0,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,"February 06, 2016","Las Vegas, Nevada, USA",Flyweight Bout,Blue,44,20,120,57,70,45,148,81,8,1,6,4,35,13,88,35,8,7,24,14,1,0,8,8,28,7,91,30,8,6,13,11,8,7,16,16,Flyweight,3,162.56,135.0,160.02,Orthodox,"Aug 04, 1993",170.18,125.0,167.64000000000001,Southpaw,"May 02, 1992"
Noad Lahat,Diego Rivas,0,1,0.53,0.55,1.0,1.0,3,0,6,0,1,0,KO/TKO,2,0:23,3 Rnd (5-5-5),Mark Smith,"February 06, 2016","Las Vegas, Nevada, USA",Featherweight Bout,Blue,13,7,9,5,36,22,12,7,1,1,1,1,9,4,9,5,3,2,0,0,1,1,0,0,7,3,5,1,1,1,0,0,5,3,4,4,Featherweight,3,175.26,145.0,175.26,Orthodox,"Jun 08, 1984",172.72,145.0,175.26,Orthodox,"Nov 11, 1991"
Mickey Gall,Mike Jackson,1,0,0.5,0.5,0.0,0.0,1,0,1,0,0,0,Submission,1,0:45,3 Rnd (5-5-5),Yves Lavigne,"February 06, 2016","Las Vegas, Nevada, USA",Welterweight Bout,Red,4,2,6,3,5,3,6,3,0,0,0,0,4,2,5,3,0,0,1,0,0,0,0,0,3,1,6,3,0,0,0,0,1,1,0,0,Welterweight,3,187.96,170.0,187.96,Switch,"Jan 22, 1992",187.96,170.0,,Orthodox,"Mar 22, 1985"
Artem Lobov,Alex White,0,0,0.21,0.45,0.0,0.42,0,0,0,2,0,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,"February 06, 2016","Las Vegas, Nevada, USA",Featherweight Bout,Blue,108,23,172,78,118,32,197,102,0,0,7,3,96,17,115,36,11,5,39,27,1,1,18,15,103,22,156,67,5,1,14,10,0,0,2,1,Featherweight,3,175.26,145.0,165.1,Southpaw,"Aug 11, 1986",182.88,155.0,180.34,Southpaw,"Oct 22, 1988"
Anthony Johnson,Ryan Bader,0,0,0.84,0.0,0.0,0.0,0,0,2,0,0,0,KO/TKO,1,1:26,5 Rnd (5-5-5-5-5),Keith Peterson,"January 30, 2016","Newark, New Jersey, USA",Light Heavyweight Bout,Red,13,11,0,0,15,13,0,0,0,0,1,0,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,0,0,Light Heavyweight,5,187.96,205.0,198.12,Orthodox,"Mar 06, 1984",187.96,205.0,187.96,Orthodox,"Jun 07, 1983"
Josh Barnett,Ben Rothwell,0,0,0.51,0.38,0.0,0.0,0,1,0,0,0,0,Submission,2,3:48,3 Rnd (5-5-5),Gary Copeland,"January 30, 2016","Newark, New Jersey, USA",Heavyweight Bout,Blue,68,35,91,35,68,35,94,38,1,0,0,0,52,21,77,24,14,12,8,5,2,2,6,6,63,33,91,35,5,2,0,0,0,0,0,0,Heavyweight,3,190.5,250.0,198.12,Orthodox,"Nov 10, 1977",193.04,265.0,198.12,Orthodox,"Oct 17, 1981"
Iuri Alcantara,Jimmie Rivera,0,0,0.38,0.44,0.0,0.5,0,0,0,0,0,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Liam Kerrigan,"January 30, 2016","Newark, New Jersey, USA",Bantamweight Bout,Blue,106,41,102,45,108,43,124,64,0,0,6,3,73,18,67,21,25,17,21,13,8,6,14,11,100,36,84,35,6,5,15,10,0,0,3,0,Bantamweight,3,175.26,135.0,180.34,Southpaw,"Aug 04, 1980",162.56,135.0,172.72,Orthodox,"Jun 29, 1989"
Sage Northcutt,Bryan Barberena,0,0,0.4,0.54,0.2,1.0,0,1,1,1,0,0,Submission,2,3:06,3 Rnd (5-5-5),Keith Peterson,"January 30, 2016","Newark, New Jersey, USA",Welterweight Bout,Blue,45,18,48,26,56,27,94,67,5,1,1,1,36,11,40,23,6,5,3,1,3,2,5,2,37,12,24,7,7,5,6,2,1,1,18,17,Welterweight,3,182.88,170.0,180.34,Orthodox,"Mar 01, 1996",182.88,170.0,182.88,Southpaw,"May 03, 1989"
Tarec Saffiedine,Jake Ellenberger,0,0,0.41,0.3,0.0,0.0,0,0,1,0,0,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Gasper Oliver,"January 30, 2016","Newark, New Jersey, USA",Welterweight Bout,Red,131,54,99,30,135,58,109,39,1,0,4,0,103,30,90,24,17,13,9,6,11,11,0,0,118,44,86,20,13,10,13,10,0,0,0,0,Welterweight,3,177.8,170.0,177.8,Switch,"Sep 06, 1986",175.26,170.0,180.34,Orthodox,"Mar 28, 1985"
Olivier Aubin-Mercier,Diego Ferreira,0,0,0.52,0.42,0.2,0.0,0,0,0,4,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Vitor Ribeiro,"January 30, 2016","Newark, New Jersey, USA",Lightweight Bout,Blue,93,49,152,65,99,55,226,130,5,1,5,0,78,39,121,46,13,8,23,12,2,2,8,7,86,45,137,55,5,3,10,5,2,1,5,5,Lightweight,3,175.26,155.0,177.8,Southpaw,"Feb 23, 1989",175.26,155.0,187.96,Orthodox,"Jan 18, 1985"
Rafael Natal,Kevin Casey,1,0,0.62,0.32,0.57,0.0,0,0,4,0,0,0,KO/TKO,3,3:37,3 Rnd (5-5-5),Gary Copeland,"January 30, 2016","Newark, New Jersey, USA",Middleweight Bout,Red,87,54,49,16,168,123,64,30,7,4,2,0,74,43,41,10,7,5,6,5,6,6,2,1,35,16,45,12,9,7,4,4,43,31,0,0,Middleweight,3,182.88,185.0,193.04,Orthodox,"Dec 25, 1982",180.34,185.0,195.58,Southpaw,"Jun 15, 1981"
Dustin Ortiz,Wilson Reis,0,0,0.34,0.38,0.16,0.39,0,0,0,7,0,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Vitor Ribeiro,"January 30, 2016","Newark, New Jersey, USA",Flyweight Bout,Blue,130,45,125,48,152,64,186,96,6,1,23,9,111,31,111,36,17,13,7,7,2,1,7,5,110,32,96,28,17,11,16,10,3,2,13,10,Flyweight,3,165.1,125.0,165.1,Orthodox,"Dec 25, 1988",162.56,125.0,165.1,Southpaw,"Jan 06, 1985"
George Sullivan,Alexander Yakovlev,0,1,0.63,0.83,0.0,1.0,0,0,0,3,0,0,KO/TKO,1,3:59,3 Rnd (5-5-5),Gasper Oliver,"January 30, 2016","Newark, New Jersey, USA",Welterweight Bout,Blue,22,14,18,15,27,19,20,17,0,0,2,2,6,1,7,5,5,5,6,5,11,8,5,5,19,11,10,8,3,3,4,3,0,0,4,4,Welterweight,3,182.88,170.0,185.42000000000002,Orthodox,"Mar 13, 1981",190.5,155.0,187.96,Southpaw,"Jul 18, 1984"
Alex Caceres,Masio Fullen,0,0,0.51,0.33,0.33,0.0,0,0,0,0,0,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Gary Copeland,"January 30, 2016","Newark, New Jersey, USA",Featherweight Bout,Red,144,74,108,36,153,80,110,38,3,1,1,0,92,39,82,17,34,20,15,9,18,15,11,10,123,58,104,34,19,14,4,2,2,2,0,0,Featherweight,3,177.8,145.0,185.42000000000002,Southpaw,"Jun 20, 1988",177.8,145.0,177.8,Orthodox,"Oct 06, 1986"
Matt Dwyer,Randy Brown,0,0,0.47,0.44,0.12,0.25,0,1,0,1,0,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Liam Kerrigan,"January 30, 2016","Newark, New Jersey, USA",Welterweight Bout,Blue,97,46,108,48,101,50,122,61,8,1,4,1,62,16,84,31,11,7,12,10,24,23,12,7,79,34,77,23,18,12,29,23,0,0,2,2,Welterweight,3,193.04,170.0,193.04,Orthodox,"Dec 17, 1989",190.5,170.0,198.12,Orthodox,"Jul 08, 1990"
Damon Jackson,Levan Makashvili,0,0,0.33,0.57,0.0,0.4,0,0,0,1,0,0,Decision - Majority,3,5:00,3 Rnd (5-5-5),Gasper Oliver,"January 30, 2016","Newark, New Jersey, USA",Featherweight Bout,Draw,131,44,114,65,175,85,153,102,6,0,5,2,104,22,77,32,23,19,30,29,4,3,7,4,99,24,67,26,31,19,46,38,1,1,1,1,Featherweight,3,180.34,145.0,180.34,Switch,"Aug 08, 1988",172.72,145.0,172.72,Orthodox,"Jan 07, 1989"
Anthony Rocco Martin,Felipe Olivieri,0,0,0.42,0.58,0.28,0.0,1,0,2,0,0,0,Submission,3,3:02,3 Rnd (5-5-5),Liam Kerrigan,"January 30, 2016","Newark, New Jersey, USA",Lightweight Bout,Red,141,60,150,87,147,64,159,94,7,2,1,0,132,55,81,31,7,4,37,28,2,1,32,28,131,53,136,77,10,7,14,10,0,0,0,0,Lightweight,3,182.88,170.0,185.42000000000002,Orthodox,"Dec 11, 1989",175.26,155.0,182.88,Orthodox,"Apr 12, 1985"
TJ Dillashaw,Dominick Cruz,0,0,0.26,0.37,0.12,0.36,0,0,0,0,0,0,Decision - Split,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,"January 17, 2016","Boston, Massachusetts, USA",UFC Bantamweight Title Bout,Blue,408,109,302,112,430,130,312,122,8,1,11,4,343,64,282,97,39,22,14,9,26,23,6,6,394,102,294,107,13,6,6,5,1,1,2,0,Bantamweight,5,167.64000000000001,125.0,170.18,Orthodox,"Feb 07, 1986",172.72,135.0,172.72,Orthodox,"Mar 09, 1985"
Anthony Pettis,Eddie Alvarez,0,0,0.51,0.46,0.0,0.4,0,0,0,2,0,0,Decision - Split,3,5:00,3 Rnd (5-5-5),,"January 17, 2016","Boston, Massachusetts, USA",Lightweight Bout,Blue,109,56,90,42,164,109,129,74,0,0,15,6,79,33,61,20,20,13,18,12,10,10,11,10,97,50,82,36,12,6,4,3,0,0,4,3,Lightweight,3,177.8,170.0,182.88,Orthodox,"Jan 27, 1987",175.26,155.0,175.26,Orthodox,"Jan 11, 1984"
Travis Browne,Matt Mitrione,0,1,0.44,0.44,0.66,0.0,0,0,2,0,0,0,KO/TKO,3,4:09,3 Rnd (5-5-5),Gary Forman,"January 17, 2016","Boston, Massachusetts, USA",Heavyweight Bout,Red,114,51,61,27,124,61,62,28,3,2,1,0,77,31,48,14,33,18,3,3,4,2,10,10,72,23,56,25,3,3,5,2,39,25,0,0,Heavyweight,3,198.12,255.0,200.66,Orthodox,"Jul 17, 1982",190.5,265.0,200.66,Switch,"Jul 15, 1978"
Ross Pearson,Francisco Trinaldo,0,0,0.32,0.45,1.0,0.33,0,0,0,0,0,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,"January 17, 2016","Boston, Massachusetts, USA",Lightweight Bout,Blue,85,28,112,51,89,32,114,53,2,2,3,1,57,9,90,34,21,13,17,13,7,6,5,4,76,23,88,35,5,2,24,16,4,3,0,0,Lightweight,3,172.72,155.0,175.26,Orthodox,"Sep 26, 1984",175.26,155.0,177.8,Southpaw,"Aug 24, 1978"
